tag,text
p,"The Birch builds a tree called the Clustering Feature Tree (CFT)
for the given data. The data is essentially lossy compressed to a set of
Clustering Feature nodes (CF Nodes). The CF Nodes have a number of
subclusters called Clustering Feature subclusters (CF Subclusters)
and these CF Subclusters located in the non-terminal CF Nodes
can have CF Nodes as children."
p,"The CF Subclusters hold the necessary information for clustering which prevents
the need to hold the entire input data in memory. This information includes:"
p,Number of samples in a subcluster.
p,Linear Sum - An n-dimensional vector holding the sum of all samples
p,Squared Sum - Sum of the squared L2 norm of all samples.
p,Centroids - To avoid recalculation linear sum / n_samples.
p,Squared norm of the centroids.
p,"The BIRCH algorithm has two parameters, the threshold and the branching factor.
The branching factor limits the number of subclusters in a node and the
threshold limits the distance between the entering sample and the existing
subclusters."
p,"This algorithm can be viewed as an instance of a data reduction method,
since it reduces the input data to a set of subclusters which are obtained directly
from the leaves of the CFT. This reduced data can be further processed by feeding
it into a global clusterer. This global clusterer can be set by n_clusters .
If n_clusters is set to None, the subclusters from the leaves are directly
read off, otherwise a global clustering step labels these subclusters into global
clusters (labels) and the samples are mapped to the global label of the nearest subcluster."
p,"A new sample is inserted into the root of the CF Tree which is a CF Node. It
is then merged with the subcluster of the root, that has the smallest radius
after merging, constrained by the threshold and branching factor conditions.
If the subcluster has any child node, then this is done repeatedly till it
reaches a leaf. After finding the nearest subcluster in the leaf, the
properties of this subcluster and the parent subclusters are recursively
updated."
p,"If the radius of the subcluster obtained by merging the new sample and the
nearest subcluster is greater than the square of the threshold and if the
number of subclusters is greater than the branching factor, then a space is
temporarily allocated to this new sample. The two farthest subclusters are
taken and the subclusters are divided into two groups on the basis of the
distance between these subclusters."
p,"If this split node has a parent subcluster and there is room for a new
subcluster, then the parent is split into two. If there is no room, then this
node is again split into two and the process is continued recursively, till it
reaches the root."
p,"BIRCH does not scale very well to high dimensional data. As a rule of thumb if n_features is greater than twenty, it is generally better to use MiniBatchKMeans."
p,"If the number of instances of data needs to be reduced, or if one wants a
large number of subclusters either as a preprocessing step or otherwise,
BIRCH is more useful than MiniBatchKMeans."
p,"To avoid the computation of global clustering, for every call of partial_fit the user is advised:"
p,To set n_clusters=None initially.
p,Train all data by multiple calls to partial_fit.
p,Set n_clusters to a required value using brc.set_params(n_clusters=n_clusters) .
p,"Call partial_fit finally with no arguments, i.e. brc.partial_fit() which performs the global clustering."
p,"Tian Zhang, Raghu Ramakrishnan, Maron Livny BIRCH: An efficient data
clustering method for large databases. https://www.cs.sfu.ca/CourseCentral/459/han/papers/zhang96.pdf"
p,Roberto Perdisci JBirch - Java implementation of BIRCH clustering algorithm https://code.google.com/archive/p/jbirch
p,"Evaluating the performance of a clustering algorithm is not as trivial as
counting the number of errors or the precision and recall of a supervised
classification algorithm. In particular any evaluation metric should not
take the absolute values of the cluster labels into account but rather
if this clustering define separations of the data similar to some ground
truth set of classes or satisfying some assumption such that members
belong to the same class are more similar than members of different
classes according to some similarity metric."
p,"Given the knowledge of the ground truth class assignments labels_true and our clustering algorithm assignments of the same
samples labels_pred , the (adjusted or unadjusted) Rand index is a function that measures the similarity of the two assignments,
ignoring permutations:"
p,"The Rand index does not ensure to obtain a value close to 0.0 for a
random labelling. The adjusted Rand index corrects for chance and
will give such a baseline."
p,"As with all clustering metrics, one can permute 0 and 1 in the predicted
labels, rename 2 to 3, and get the same score:"
p,"Furthermore, both rand_score and adjusted_rand_score are symmetric : swapping the argument does not change the scores. They can
thus be used as consensus measures :"
p,Perfect labeling is scored 1.0:
p,"Poorly agreeing labels (e.g. independent labelings) have lower scores,
and for the adjusted Rand index the score will be negative or close to
zero. However, for the unadjusted Rand index the score, while lower,
will not necessarily be close to zero:"
p,Advantages:
p,"Interpretability : The unadjusted Rand index is proportional to the
number of sample pairs whose labels are the same in both labels_pred and labels_true , or are different in both."
p,"Random (uniform) label assignments have an adjusted Rand index score close
to 0.0 for any value of n_clusters and n_samples (which is not the
case for the unadjusted Rand index or the V-measure for instance)."
p,"Bounded range : Lower values indicate different labelings, similar
clusterings have a high (adjusted or unadjusted) Rand index, 1.0 is the
perfect match score. The score range is [0, 1] for the unadjusted Rand index
and [-0.5, 1] for the adjusted Rand index."
p,"No assumption is made on the cluster structure : The (adjusted or
unadjusted) Rand index can be used to compare all kinds of clustering
algorithms, and can be used to compare clustering algorithms such as k-means
which assumes isotropic blob shapes with results of spectral clustering
algorithms which can find cluster with “folded” shapes."
p,Drawbacks:
p,"Contrary to inertia, the (adjusted or unadjusted) Rand index requires
knowledge of the ground truth classes which is almost never available in
practice or requires manual assignment by human annotators (as in the
supervised learning setting)."
p,"However (adjusted or unadjusted) Rand index can also be useful in a purely
unsupervised setting as a building block for a Consensus Index that can be
used for clustering model selection (TODO)."
p,"The unadjusted Rand index is often close to 1.0 even if the clusterings
themselves differ significantly. This can be understood when interpreting
the Rand index as the accuracy of element pair labeling resulting from the
clusterings: In practice there often is a majority of element pairs that are
assigned the different pair label under both the predicted and the
ground truth clustering resulting in a high proportion of pair labels that
agree, which leads subsequently to a high score."
p,"Adjustment for chance in clustering performance evaluation :
Analysis of the impact of the dataset size on the value of
clustering measures for random assignments."
p,"If C is a ground truth class assignment and K the clustering, let us define \(a\) and \(b\) as:"
p,"\(a\) , the number of pairs of elements that are in the same set in C and
in the same set in K"
p,"\(b\) , the number of pairs of elements that are in different sets in C and
in different sets in K"
p,The unadjusted Rand index is then given by:
p,"where \(C_2^{n_{samples}}\) is the total number of possible pairs in the
dataset. It does not matter if the calculation is performed on ordered pairs or
unordered pairs as long as the calculation is performed consistently."
p,"However, the Rand index does not guarantee that random label assignments will
get a value close to zero (esp. if the number of clusters is in the same order
of magnitude as the number of samples)."
p,"To counter this effect we can discount the expected RI \(E[\text{RI}]\) of
random labelings by defining the adjusted Rand index as follows:"
p,"Comparing Partitions L. Hubert and P.
Arabie, Journal of Classification 1985"
p,"Properties of the Hubert-Arabie adjusted Rand index D. Steinley, Psychological
Methods 2004"
p,Wikipedia entry for the Rand index
p,"Minimum adjusted Rand index for two clusterings of a given size, 2022, J. E. Chacón and A. I. Rastrojo"
p,"Given the knowledge of the ground truth class assignments labels_true and
our clustering algorithm assignments of the same samples labels_pred , the Mutual Information is a function that measures the agreement of the two
assignments, ignoring permutations.  Two different normalized versions of this
measure are available, Normalized Mutual Information (NMI) and Adjusted
Mutual Information (AMI) . NMI is often used in the literature, while AMI was
proposed more recently and is normalized against chance :"
p,"One can permute 0 and 1 in the predicted labels, rename 2 to 3 and get
the same score:"
p,"All, mutual_info_score , adjusted_mutual_info_score and normalized_mutual_info_score are symmetric: swapping the argument does
not change the score. Thus they can be used as a consensus measure :"
p,"This is not true for mutual_info_score , which is therefore harder to judge:"
p,Bad (e.g. independent labelings) have non-positive scores:
p,"Random (uniform) label assignments have an AMI score close to 0.0 for any
value of n_clusters and n_samples (which is not the case for raw
Mutual Information or the V-measure for instance)."
p,"Upper bound  of 1 :  Values close to zero indicate two label assignments
that are largely independent, while values close to one indicate significant
agreement. Further, an AMI of exactly 1 indicates that the two label
assignments are equal (with or without permutation)."
p,"Contrary to inertia, MI-based measures require the knowledge of the ground
truth classes while almost never available in practice or requires manual
assignment by human annotators (as in the supervised learning setting)."
p,"However MI-based measures can also be useful in purely unsupervised setting
as a building block for a Consensus Index that can be used for clustering
model selection."
p,NMI and MI are not adjusted against chance.
p,"Adjustment for chance in clustering performance evaluation : Analysis
of the impact of the dataset size on the value of clustering measures for random
assignments. This example also includes the Adjusted Rand Index."
p,"Assume two label assignments (of the same N objects), \(U\) and \(V\) .
Their entropy is the amount of uncertainty for a partition set, defined by:"
p,"where \(P(i) = |U_i| / N\) is the probability that an object picked at
random from \(U\) falls into class \(U_i\) . Likewise for \(V\) :"
p,With \(P'(j) = |V_j| / N\) . The mutual information (MI) between \(U\) and \(V\) is calculated by:
p,"where \(P(i, j) = |U_i \cap V_j| / N\) is the probability that an object
picked at random falls into both classes \(U_i\) and \(V_j\) ."
p,It also can be expressed in set cardinality formulation:
p,The normalized mutual information is defined as
p,"This value of the mutual information and also the normalized variant is not
adjusted for chance and will tend to increase as the number of different labels
(clusters) increases, regardless of the actual amount of “mutual information”
between the label assignments."
p,"The expected value for the mutual information can be calculated using the
following equation [VEB2009] . In this equation, \(a_i = |U_i|\) (the number
of elements in \(U_i\) ) and \(b_j = |V_j|\) (the number of elements in \(V_j\) )."
p,"Using the expected value, the adjusted mutual information can then be calculated
using a similar form to that of the adjusted Rand index:"
p,"For normalized mutual information and adjusted mutual information, the
normalizing value is typically some generalized mean of the entropies of each
clustering. Various generalized means exist, and no firm rules exist for
preferring one over the others.  The decision is largely a field-by-field basis;
for instance, in community detection, the arithmetic mean is most common. Each
normalizing method provides “qualitatively similar behaviours” [YAT2016] . In
our implementation, this is controlled by the average_method parameter."
p,"Vinh et al. (2010) named variants of NMI and AMI by their averaging method [VEB2010] . Their ‘sqrt’ and ‘sum’ averages are the geometric and arithmetic
means; we use these more broadly common names."
p,"Strehl, Alexander, and Joydeep Ghosh (2002). “Cluster ensembles - a
knowledge reuse framework for combining multiple partitions”. Journal of
Machine Learning Research 3: 583-617. doi:10.1162/153244303321897735 ."
p,Wikipedia entry for the (normalized) Mutual Information
p,Wikipedia entry for the Adjusted Mutual Information
p,"Vinh, Epps, and Bailey, (2009). “Information theoretic measures
for clusterings comparison”. Proceedings of the 26th Annual International
Conference on Machine Learning - ICML ‘09. doi:10.1145/1553374.1553511 . ISBN
9781605585161."
p,"Vinh, Epps, and Bailey, (2010). “Information Theoretic Measures
for Clusterings Comparison: Variants, Properties, Normalization and
Correction for Chance”. JMLR
< https://jmlr.csail.mit.edu/papers/volume11/vinh10a/vinh10a.pdf >"
p,"Yang, Algesheimer, and Tessone, (2016). “A comparative analysis
of community detection algorithms on artificial networks”. Scientific
Reports 6: 30750. doi:10.1038/srep30750 ."
p,"Given the knowledge of the ground truth class assignments of the samples,
it is possible to define some intuitive metric using conditional entropy
analysis."
p,"In particular Rosenberg and Hirschberg (2007) define the following two
desirable objectives for any cluster assignment:"
p,homogeneity : each cluster contains only members of a single class.
p,"completeness : all members of a given class are assigned to the same
cluster."
p,"We can turn those concept as scores homogeneity_score and completeness_score . Both are bounded below by 0.0 and above by
1.0 (higher is better):"
p,Their harmonic mean called V-measure is computed by v_measure_score :
p,This function’s formula is as follows:
p,"beta defaults to a value of 1.0, but for using a value less than 1 for beta:"
p,"more weight will be attributed to homogeneity, and using a value greater than 1:"
p,more weight will be attributed to completeness.
p,"The V-measure is actually equivalent to the mutual information (NMI)
discussed above, with the aggregation function being the arithmetic mean [B2011] ."
p,"Homogeneity, completeness and V-measure can be computed at once using homogeneity_completeness_v_measure as follows:"
p,"The following clustering assignment is slightly better, since it is
homogeneous but not complete:"
p,"v_measure_score is symmetric : it can be used to evaluate
the agreement of two independent assignments on the same dataset."
p,This is not the case for completeness_score and homogeneity_score : both are bound by the relationship:
p,"Bounded scores : 0.0 is as bad as it can be, 1.0 is a perfect score."
p,"Intuitive interpretation: clustering with bad V-measure can be qualitatively analyzed in terms of homogeneity and completeness to
better feel what ‘kind’ of mistakes is done by the assignment."
p,"No assumption is made on the cluster structure : can be used to compare
clustering algorithms such as k-means which assumes isotropic blob shapes
with results of spectral clustering algorithms which can find cluster with
“folded” shapes."
p,"The previously introduced metrics are not normalized with regards to
random labeling : this means that depending on the number of samples,
clusters and ground truth classes, a completely random labeling will not
always yield the same values for homogeneity, completeness and hence
v-measure. In particular random labeling won’t yield zero scores
especially when the number of clusters is large ."
p,"This problem can safely be ignored when the number of samples is more than a
thousand and the number of clusters is less than 10. For smaller sample
sizes or larger number of clusters it is safer to use an adjusted index such
as the Adjusted Rand Index (ARI) ."
p,"These metrics require the knowledge of the ground truth classes while
almost never available in practice or requires manual assignment by human
annotators (as in the supervised learning setting)."
p,"Adjustment for chance in clustering performance evaluation : Analysis
of the impact of the dataset size on the value of clustering measures for
random assignments."
p,Homogeneity and completeness scores are formally given by:
p,"where \(H(C|K)\) is the conditional entropy of the classes given the
cluster assignments and is given by:"
p,and \(H(C)\) is the entropy of the classes and is given by:
p,"with \(n\) the total number of samples, \(n_c\) and \(n_k\) the
number of samples respectively belonging to class \(c\) and cluster \(k\) , and finally \(n_{c,k}\) the number of samples from class \(c\) assigned to cluster \(k\) ."
p,The conditional entropy of clusters given class \(H(K|C)\) and the entropy of clusters \(H(K)\) are defined in a symmetric manner.
p,"Rosenberg and Hirschberg further define V-measure as the harmonic mean of
homogeneity and completeness :"
p,"V-Measure: A conditional entropy-based external cluster evaluation measure Andrew Rosenberg and Julia
Hirschberg, 2007"
p,"Identification and Characterization of Events in Social Media , Hila
Becker, PhD Thesis."
p,"The original Fowlkes-Mallows index (FMI) was intended to measure the similarity
between two clustering results, which is inherently an unsupervised comparison.
The supervised adaptation of the Fowlkes-Mallows index
(as implemented in sklearn.metrics.fowlkes_mallows_score ) can be used
when the ground truth class assignments of the samples are known.
The FMI is defined as the geometric mean of the pairwise precision and recall:"
p,In the above formula:
p,"TP ( True Positive ): The number of pairs of points that are clustered together
both in the true labels and in the predicted labels."
p,"FP ( False Positive ): The number of pairs of points that are clustered together
in the predicted labels but not in the true labels."
p,"FN ( False Negative ): The number of pairs of points that are clustered together
in the true labels but not in the predicted labels."
p,"The score ranges from 0 to 1. A high value indicates a good similarity
between two clusters."
p,Bad (e.g. independent labelings) have zero scores:
p,"Random (uniform) label assignments have a FMI score close to 0.0 for any
value of n_clusters and n_samples (which is not the case for raw
Mutual Information or the V-measure for instance)."
p,"Upper-bounded at 1 :  Values close to zero indicate two label assignments
that are largely independent, while values close to one indicate significant
agreement. Further, values of exactly 0 indicate purely independent
label assignments and a FMI of exactly 1 indicates that the two label
assignments are equal (with or without permutation)."
p,"Contrary to inertia, FMI-based measures require the knowledge of the
ground truth classes while almost never available in practice or requires
manual assignment by human annotators (as in the supervised learning
setting)."
p,"E. B. Fowkles and C. L. Mallows, 1983. “A method for comparing two
hierarchical clusterings”. Journal of the American Statistical Association. https://www.tandfonline.com/doi/abs/10.1080/01621459.1983.10478008"
p,Wikipedia entry for the Fowlkes-Mallows Index
p,"If the ground truth labels are not known, evaluation must be performed using
the model itself. The Silhouette Coefficient
( sklearn.metrics.silhouette_score )
is an example of such an evaluation, where a
higher Silhouette Coefficient score relates to a model with better defined
clusters. The Silhouette Coefficient is defined for each sample and is composed
of two scores:"
p,"a : The mean distance between a sample and all other points in the same
class."
p,"b : The mean distance between a sample and all other points in the next
nearest cluster ."
p,The Silhouette Coefficient s for a single sample is then given as:
p,"The Silhouette Coefficient for a set of samples is given as the mean of the
Silhouette Coefficient for each sample."
p,"In normal usage, the Silhouette Coefficient is applied to the results of a
cluster analysis."
p,"The score is bounded between -1 for incorrect clustering and +1 for highly
dense clustering. Scores around zero indicate overlapping clusters."
p,"The score is higher when clusters are dense and well separated, which
relates to a standard concept of a cluster."
p,"The Silhouette Coefficient is generally higher for convex clusters than
other concepts of clusters, such as density based clusters like those
obtained through DBSCAN."
p,"Selecting the number of clusters with silhouette analysis on KMeans clustering : In
this example the silhouette analysis is used to choose an optimal value for
n_clusters."
p,"Peter J. Rousseeuw (1987). “Silhouettes: a Graphical Aid to the
Interpretation and Validation of Cluster Analysis” .
Computational and Applied Mathematics 20: 53-65."
p,"If the ground truth labels are not known, the Calinski-Harabasz index
( sklearn.metrics.calinski_harabasz_score ) - also known as the Variance
Ratio Criterion - can be used to evaluate the model, where a higher
Calinski-Harabasz score relates to a model with better defined clusters."
p,"The index is the ratio of the sum of between-clusters dispersion and of
within-cluster dispersion for all clusters (where dispersion is defined as the
sum of distances squared):"
p,"In normal usage, the Calinski-Harabasz index is applied to the results of a
cluster analysis:"
p,The score is fast to compute.
p,"The Calinski-Harabasz index is generally higher for convex clusters than
other concepts of clusters, such as density based clusters like those
obtained through DBSCAN."
p,"For a set of data \(E\) of size \(n_E\) which has been clustered into \(k\) clusters, the Calinski-Harabasz score \(s\) is defined as the
ratio of the between-clusters dispersion mean and the within-cluster
dispersion:"
p,"where \(\mathrm{tr}(B_k)\) is trace of the between group dispersion matrix
and \(\mathrm{tr}(W_k)\) is the trace of the within-cluster dispersion
matrix defined by:"
p,"with \(C_q\) the set of points in cluster \(q\) , \(c_q\) the
center of cluster \(q\) , \(c_E\) the center of \(E\) , and \(n_q\) the number of points in cluster \(q\) ."
p,"Caliński, T., & Harabasz, J. (1974). “A Dendrite Method for Cluster Analysis” . Communications in Statistics-theory and Methods 3: 1-27 ."
p,"If the ground truth labels are not known, the Davies-Bouldin index
( sklearn.metrics.davies_bouldin_score ) can be used to evaluate the
model, where a lower Davies-Bouldin index relates to a model with better
separation between the clusters."
p,"This index signifies the average ‘similarity’ between clusters, where the
similarity is a measure that compares the distance between clusters with the
size of the clusters themselves."
p,"Zero is the lowest possible score. Values closer to zero indicate a better
partition."
p,"In normal usage, the Davies-Bouldin index is applied to the results of a
cluster analysis as follows:"
p,The computation of Davies-Bouldin is simpler than that of Silhouette scores.
p,"The index is solely based on quantities and features inherent to the dataset
as its computation only uses point-wise distances."
p,"The Davies-Bouldin index is generally higher for convex clusters than other
concepts of clusters, such as density-based clusters like those
obtained from DBSCAN."
p,"The usage of centroid distance limits the distance metric to Euclidean
space."
p,"The index is defined as the average similarity between each cluster \(C_i\) for \(i=1, ..., k\) and its most similar one \(C_j\) . In the context of
this index, similarity is defined as a measure \(R_{ij}\) that trades off:"
p,"\(s_i\) , the average distance between each point of cluster \(i\) and
the centroid of that cluster – also known as cluster diameter."
p,"\(d_{ij}\) , the distance between cluster centroids \(i\) and \(j\) ."
p,"A simple choice to construct \(R_{ij}\) so that it is nonnegative and
symmetric is:"
p,Then the Davies-Bouldin index is defined as:
p,"Davies, David L.; Bouldin, Donald W. (1979). “A Cluster Separation
Measure” IEEE Transactions on Pattern Analysis
and Machine Intelligence. PAMI-1 (2): 224-227."
p,"Halkidi, Maria; Batistakis, Yannis; Vazirgiannis, Michalis (2001). “On
Clustering Validation Techniques” Journal of
Intelligent Information Systems, 17(2-3), 107-145."
p,Wikipedia entry for Davies-Bouldin index .
p,"Contingency matrix ( sklearn.metrics.cluster.contingency_matrix )
reports the intersection cardinality for every true/predicted cluster pair.
The contingency matrix provides sufficient statistics for all clustering
metrics where the samples are independent and identically distributed and
one doesn’t need to account for some instances not being clustered."
p,Here is an example:
p,"The first row of the output array indicates that there are three samples whose
true cluster is “a”. Of them, two are in predicted cluster 0, one is in 1,
and none is in 2. And the second row indicates that there are three samples
whose true cluster is “b”. Of them, none is in predicted cluster 0, one is in
1 and two are in 2."
p,"A confusion matrix for classification is a square
contingency matrix where the order of rows and columns correspond to a list
of classes."
p,"Allows examining the spread of each true cluster across predicted clusters
and vice versa."
p,"The contingency table calculated is typically utilized in the calculation of
a similarity statistic (like the others listed in this document) between the
two clusterings."
p,"Contingency matrix is easy to interpret for a small number of clusters, but
becomes very hard to interpret for a large number of clusters."
p,"It doesn’t give a single metric to use as an objective for clustering
optimisation."
p,Wikipedia entry for contingency matrix
p,"The pair confusion matrix
( sklearn.metrics.cluster.pair_confusion_matrix ) is a 2x2
similarity matrix"
p,"between two clusterings computed by considering all pairs of samples and
counting pairs that are assigned into the same or into different clusters
under the true and predicted clusterings."
p,It has the following entries:
p,"\(C_{00}\) : number of pairs with both clusterings having the samples
not clustered together"
p,"\(C_{10}\) : number of pairs with the true label clustering having the
samples clustered together but the other clustering not having the samples
clustered together"
p,"\(C_{01}\) : number of pairs with the true label clustering not having
the samples clustered together but the other clustering having the samples
clustered together"
p,"\(C_{11}\) : number of pairs with both clusterings having the samples
clustered together"
p,"Considering a pair of samples that is clustered together a positive pair,
then as in binary classification the count of true negatives is \(C_{00}\) , false negatives is \(C_{10}\) , true positives is \(C_{11}\) and false positives is \(C_{01}\) ."
p,"Perfectly matching labelings have all non-zero entries on the
diagonal regardless of actual label values:"
p,"Labelings that assign all classes members to the same clusters
are complete but may not always be pure, hence penalized, and
have some off-diagonal non-zero entries:"
p,The matrix is not symmetric:
p,"If classes members are completely split across different clusters, the
assignment is totally incomplete, hence the matrix has all zero
diagonal entries:"
p,"“Comparing Partitions” L. Hubert and P. Arabie,
Journal of Classification 1985"
p,2.4. Biclustering
pre,similarity = np . exp ( - beta * distance / distance . std ())
pre,">>> from sklearn.cluster import SpectralClustering >>> sc = SpectralClustering ( 3 , affinity = 'precomputed' , n_init = 100 , ... assign_labels = 'discretize' ) >>> sc . fit_predict ( adjacency_matrix )"
pre,">>> from sklearn import metrics >>> labels_true = [ 0 , 0 , 0 , 1 , 1 , 1 ] >>> labels_pred = [ 0 , 0 , 1 , 1 , 2 , 2 ] >>> metrics . rand_score ( labels_true , labels_pred ) 0.66"
pre,">>> metrics . adjusted_rand_score ( labels_true , labels_pred ) 0.24"
pre,">>> labels_pred = [ 1 , 1 , 0 , 0 , 3 , 3 ] >>> metrics . rand_score ( labels_true , labels_pred ) 0.66 >>> metrics . adjusted_rand_score ( labels_true , labels_pred ) 0.24"
pre,">>> metrics . rand_score ( labels_pred , labels_true ) 0.66 >>> metrics . adjusted_rand_score ( labels_pred , labels_true ) 0.24"
pre,">>> labels_pred = labels_true [:] >>> metrics . rand_score ( labels_true , labels_pred ) 1.0 >>> metrics . adjusted_rand_score ( labels_true , labels_pred ) 1.0"
pre,">>> labels_true = [ 0 , 0 , 0 , 0 , 0 , 0 , 1 , 1 ] >>> labels_pred = [ 0 , 1 , 2 , 3 , 4 , 5 , 5 , 6 ] >>> metrics . rand_score ( labels_true , labels_pred ) 0.39 >>> metrics . adjusted_rand_score ( labels_true , labels_pred ) -0.072"
pre,">>> from sklearn import metrics >>> labels_true = [ 0 , 0 , 0 , 1 , 1 , 1 ] >>> labels_pred = [ 0 , 0 , 1 , 1 , 2 , 2 ] >>> metrics . adjusted_mutual_info_score ( labels_true , labels_pred ) 0.22504"
pre,">>> labels_pred = [ 1 , 1 , 0 , 0 , 3 , 3 ] >>> metrics . adjusted_mutual_info_score ( labels_true , labels_pred ) 0.22504"
pre,">>> metrics . adjusted_mutual_info_score ( labels_pred , labels_true ) 0.22504"
pre,">>> labels_pred = labels_true [:] >>> metrics . adjusted_mutual_info_score ( labels_true , labels_pred ) 1.0 >>> metrics . normalized_mutual_info_score ( labels_true , labels_pred ) 1.0"
pre,">>> metrics . mutual_info_score ( labels_true , labels_pred ) 0.69"
pre,">>> labels_true = [ 0 , 1 , 2 , 0 , 3 , 4 , 5 , 1 ] >>> labels_pred = [ 1 , 1 , 0 , 0 , 2 , 2 , 2 , 2 ] >>> metrics . adjusted_mutual_info_score ( labels_true , labels_pred ) -0.10526"
pre,">>> from sklearn import metrics >>> labels_true = [ 0 , 0 , 0 , 1 , 1 , 1 ] >>> labels_pred = [ 0 , 0 , 1 , 1 , 2 , 2 ] >>> metrics . homogeneity_score ( labels_true , labels_pred ) 0.66 >>> metrics . completeness_score ( labels_true , labels_pred ) 0.42"
pre,">>> metrics . v_measure_score ( labels_true , labels_pred ) 0.516"
pre,">>> metrics . v_measure_score ( labels_true , labels_pred , beta = 0.6 ) 0.547"
pre,">>> metrics . v_measure_score ( labels_true , labels_pred , beta = 1.8 ) 0.48"
pre,">>> metrics . homogeneity_completeness_v_measure ( labels_true , labels_pred ) (0.67, 0.42, 0.52)"
pre,">>> labels_pred = [ 0 , 0 , 0 , 1 , 2 , 2 ] >>> metrics . homogeneity_completeness_v_measure ( labels_true , labels_pred ) (1.0, 0.68, 0.81)"
pre,"homogeneity_score ( a , b ) == completeness_score ( b , a )"
pre,">>> from sklearn import metrics >>> labels_true = [ 0 , 0 , 0 , 1 , 1 , 1 ] >>> labels_pred = [ 0 , 0 , 1 , 1 , 2 , 2 ]"
pre,">>> metrics . fowlkes_mallows_score ( labels_true , labels_pred ) 0.47140"
pre,">>> labels_pred = [ 1 , 1 , 0 , 0 , 3 , 3 ] >>> metrics . fowlkes_mallows_score ( labels_true , labels_pred ) 0.47140"
pre,">>> labels_pred = labels_true [:] >>> metrics . fowlkes_mallows_score ( labels_true , labels_pred ) 1.0"
pre,">>> labels_true = [ 0 , 1 , 2 , 0 , 3 , 4 , 5 , 1 ] >>> labels_pred = [ 1 , 1 , 0 , 0 , 2 , 2 , 2 , 2 ] >>> metrics . fowlkes_mallows_score ( labels_true , labels_pred ) 0.0"
pre,">>> from sklearn import metrics >>> from sklearn.metrics import pairwise_distances >>> from sklearn import datasets >>> X , y = datasets . load_iris ( return_X_y = True )"
pre,">>> import numpy as np >>> from sklearn.cluster import KMeans >>> kmeans_model = KMeans ( n_clusters = 3 , random_state = 1 ) . fit ( X ) >>> labels = kmeans_model . labels_ >>> metrics . silhouette_score ( X , labels , metric = 'euclidean' ) 0.55"
pre,">>> import numpy as np >>> from sklearn.cluster import KMeans >>> kmeans_model = KMeans ( n_clusters = 3 , random_state = 1 ) . fit ( X ) >>> labels = kmeans_model . labels_ >>> metrics . calinski_harabasz_score ( X , labels ) 561.59"
pre,">>> from sklearn import datasets >>> iris = datasets . load_iris () >>> X = iris . data >>> from sklearn.cluster import KMeans >>> from sklearn.metrics import davies_bouldin_score >>> kmeans = KMeans ( n_clusters = 3 , random_state = 1 ) . fit ( X ) >>> labels = kmeans . labels_ >>> davies_bouldin_score ( X , labels ) 0.666"
pre,">>> from sklearn.metrics.cluster import contingency_matrix >>> x = [ ""a"" , ""a"" , ""a"" , ""b"" , ""b"" , ""b"" ] >>> y = [ 0 , 0 , 1 , 1 , 2 , 2 ] >>> contingency_matrix ( x , y ) array([[2, 1, 0], [0, 1, 2]])"
pre,">>> from sklearn.metrics.cluster import pair_confusion_matrix >>> pair_confusion_matrix ([ 0 , 0 , 1 , 1 ], [ 0 , 0 , 1 , 1 ]) array([[8, 0], [0, 4]])"
pre,">>> pair_confusion_matrix ([ 0 , 0 , 1 , 1 ], [ 1 , 1 , 0 , 0 ]) array([[8, 0], [0, 4]])"
pre,">>> pair_confusion_matrix ([ 0 , 0 , 1 , 2 ], [ 0 , 0 , 1 , 1 ]) array([[8, 2], [0, 2]])"
pre,">>> pair_confusion_matrix ([ 0 , 0 , 1 , 1 ], [ 0 , 0 , 1 , 2 ]) array([[8, 0], [2, 2]])"
pre,">>> pair_confusion_matrix ([ 0 , 0 , 0 , 0 ], [ 0 , 1 , 2 , 3 ]) array([[ 0,  0], [12,  0]])"
h1,2.4. Biclustering #
h2,2.4.1. Spectral Co-Clustering #
h2,2.4.2. Spectral Biclustering #
h2,2.4.3. Biclustering evaluation #
h3,2.4.1.1. Mathematical formulation #
h3,2.4.2.1. Mathematical formulation #
p,"Biclustering algorithms simultaneously
cluster rows and columns of a data matrix. These clusters of rows and
columns are known as biclusters. Each determines a submatrix of the
original data matrix with some desired properties."
p,"For instance, given a matrix of shape (10, 10) , one possible bicluster
with three rows and two columns induces a submatrix of shape (3, 2) :"
p,"For visualization purposes, given a bicluster, the rows and columns of
the data matrix may be rearranged to make the bicluster contiguous."
p,"Algorithms differ in how they define biclusters. Some of the
common types include:"
p,"constant values, constant rows, or constant columns"
p,unusually high or low values
p,submatrices with low variance
p,correlated rows or columns
p,"Algorithms also differ in how rows and columns may be assigned to
biclusters, which leads to different bicluster structures. Block
diagonal or checkerboard structures occur when rows and columns are
divided into partitions."
p,"If each row and each column belongs to exactly one bicluster, then
rearranging the rows and columns of the data matrix reveals the
biclusters on the diagonal. Here is an example of this structure
where biclusters have higher average values than the other rows and
columns:"
p,An example of biclusters formed by partitioning rows and columns. #
p,"In the checkerboard case, each row belongs to all column clusters, and
each column belongs to all row clusters. Here is an example of this
structure where the variance of the values within each bicluster is
small:"
p,An example of checkerboard biclusters. #
